File,MRR,Total_Tokens,Predicted_Tokens
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/get/5595.java.tokens,0.7927083333333333,307,113
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/get/5598.java.tokens,0.7847222222222222,62,25
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/get/5597.java.tokens,0.8136781609195403,388,146
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/get/5596.java.tokens,0.7567567567567568,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/get/5599.java.tokens,0.8155555555555555,417,166
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/5585.java.tokens,0.75,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/5587.java.tokens,0.6802424822525325,1613,598
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/5588.java.tokens,0.7922327540810953,511,212
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/5584.java.tokens,0.7608307849133537,969,328
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/5589.java.tokens,0.8679245283018868,131,54
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/5586.java.tokens,0.6275,87,31
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/5590.java.tokens,0.6983773377337733,768,304
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/exists/5593.java.tokens,0.8722222222222222,162,64
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/exists/5591.java.tokens,0.7703703703703704,127,46
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/exists/5592.java.tokens,0.828125,79,33
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/alias/exists/5594.java.tokens,0.8377483443708609,345,152
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/flush/5641.java.tokens,0.7685185185185186,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/flush/5643.java.tokens,0.6873015873015873,110,43
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/flush/5645.java.tokens,0.7935307017543859,199,77
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/flush/5647.java.tokens,0.7751548586914441,501,206
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/flush/5648.java.tokens,1.0,13,6
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/flush/5644.java.tokens,0.8723809523809524,84,36
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/flush/5646.java.tokens,0.7984972677595629,273,123
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/flush/5642.java.tokens,0.7395189003436426,272,98
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/validate/query/5772.java.tokens,0.7225369458128079,1399,552
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/validate/query/5770.java.tokens,0.7691056910569105,575,206
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/validate/query/5776.java.tokens,0.8186342592592593,379,145
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/validate/query/5769.java.tokens,0.8232850241545894,292,116
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/validate/query/5774.java.tokens,0.8323529411764706,575,205
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/validate/query/5777.java.tokens,1.0,15,7
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/validate/query/5775.java.tokens,0.7662826420890937,164,63
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/validate/query/5773.java.tokens,0.7747747747747749,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/validate/query/5771.java.tokens,0.8683333333333333,249,101
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/recovery/5689.java.tokens,0.7619047619047619,110,43
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/recovery/5690.java.tokens,0.7655367231638418,628,237
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/recovery/5691.java.tokens,0.7566889632107023,715,300
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/recovery/5687.java.tokens,0.7824074074074074,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/recovery/5688.java.tokens,0.7762345679012346,237,91
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5723.java.tokens,0.5089084480553675,3537,1056
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5731.java.tokens,0.6584342680161496,745,288
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5728.java.tokens,0.592152133580705,1057,386
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5727.java.tokens,0.7685185185185186,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5725.java.tokens,0.8330938697318008,474,175
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5726.java.tokens,0.779784652714589,494,158
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5729.java.tokens,0.5781203007518797,534,191
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5724.java.tokens,0.5373677248677249,913,289
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5732.java.tokens,0.7664971490214209,1051,413
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/stats/5730.java.tokens,0.7763337742504409,1237,433
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/open/5684.java.tokens,0.8584905660377359,131,54
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/open/5680.java.tokens,0.7685185185185186,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/open/5682.java.tokens,0.8639097744360903,350,134
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/open/5681.java.tokens,0.75,39,15
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/open/5683.java.tokens,0.7965517241379311,154,59
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/open/5685.java.tokens,0.8351432880844646,521,222
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/segments/5704.java.tokens,0.8136054421768707,90,36
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/segments/5706.java.tokens,0.7894517169417568,566,252
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/segments/5700.java.tokens,0.7403846153846154,148,53
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/segments/5702.java.tokens,0.7592592592592592,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/segments/5701.java.tokens,0.706511544011544,1498,529
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/segments/5699.java.tokens,0.8010235870048955,321,108
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/segments/5703.java.tokens,0.7958904109589041,189,74
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/segments/5705.java.tokens,0.7444026733500417,460,172
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/close/5614.java.tokens,0.8639097744360903,350,134
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/close/5616.java.tokens,0.8584905660377359,131,54
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/close/5612.java.tokens,0.7685185185185186,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/close/5613.java.tokens,0.75,39,15
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/close/5615.java.tokens,0.7965517241379311,154,59
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/close/5617.java.tokens,0.7761904761904762,628,254
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/refresh/5693.java.tokens,0.8024691358024691,80,28
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/refresh/5697.java.tokens,0.7984164070612669,519,215
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/refresh/5698.java.tokens,1.0,13,6
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/refresh/5695.java.tokens,0.858095238095238,84,36
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/refresh/5696.java.tokens,0.8118489583333334,286,129
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/refresh/5694.java.tokens,0.7678571428571429,72,29
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/refresh/5692.java.tokens,0.7731481481481481,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/forcemerge/5653.java.tokens,0.8139745109662122,539,242
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/forcemerge/5651.java.tokens,0.7149659863945578,129,50
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/forcemerge/5649.java.tokens,0.7685185185185186,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/forcemerge/5654.java.tokens,1.0,13,6
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/forcemerge/5652.java.tokens,0.8866666666666667,117,51
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/forcemerge/5650.java.tokens,0.6680555555555556,339,121
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/get/5709.java.tokens,0.7604444444444444,203,76
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/get/5710.java.tokens,0.7862336601307189,347,137
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/get/5711.java.tokens,0.7720514366083987,583,238
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/get/5707.java.tokens,0.7567567567567568,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/get/5708.java.tokens,0.8010096443640747,425,159
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/put/5712.java.tokens,0.7881060606060606,556,221
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/put/5716.java.tokens,0.787962962962963,234,91
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/put/5714.java.tokens,0.7263440860215054,85,32
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/put/5717.java.tokens,0.8518518518518519,133,55
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/put/5715.java.tokens,0.8403395784543326,641,245
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/settings/put/5713.java.tokens,0.7792792792792792,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/get/5739.java.tokens,0.8207505008475882,291,104
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/get/5740.java.tokens,0.815625,104,41
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/get/5742.java.tokens,0.7554867986798679,510,203
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/get/5741.java.tokens,0.7638888888888888,247,97
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/get/5738.java.tokens,0.7792792792792792,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/put/5746.java.tokens,0.8611111111111112,133,55
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/put/5744.java.tokens,0.7732825050924325,2344,827
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/put/5743.java.tokens,0.7792792792792792,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/put/5747.java.tokens,0.8329081632653061,489,197
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/put/5745.java.tokens,0.7722222222222223,642,250
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/delete/5733.java.tokens,0.7792792792792792,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/delete/5737.java.tokens,0.8095808383233533,398,168
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/delete/5735.java.tokens,0.8115501519756839,120,48
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/delete/5736.java.tokens,0.8796296296296297,133,55
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/template/delete/5734.java.tokens,0.8520599250936329,231,90
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/5788.java.tokens,1.0,13,6
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/get/5785.java.tokens,0.6988304093567251,153,58
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/get/5787.java.tokens,0.8084007187780772,369,160
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/get/5783.java.tokens,0.7837837837837838,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/get/5784.java.tokens,0.8225108225108225,197,78
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/get/5786.java.tokens,0.824436936936937,574,223
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/delete/5781.java.tokens,0.8611111111111112,137,55
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/delete/5778.java.tokens,0.7792792792792792,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/delete/5780.java.tokens,0.7536363636363637,148,56
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/delete/5782.java.tokens,0.7911826035150431,1003,374
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/delete/5779.java.tokens,0.7468313791178113,539,200
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/put/5789.java.tokens,0.7792792792792792,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/put/5792.java.tokens,0.8518518518518519,137,55
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/put/5790.java.tokens,0.7421883360085607,533,179
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/put/5793.java.tokens,0.7988507643242054,1146,434
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/warmer/put/5791.java.tokens,0.7731481481481481,184,73
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/cache/clear/5607.java.tokens,0.7927927927927928,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/cache/clear/5608.java.tokens,0.6208508403361345,391,137
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/cache/clear/5611.java.tokens,0.7465885416666667,818,321
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/cache/clear/5610.java.tokens,0.8930348258706468,157,68
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/cache/clear/5609.java.tokens,0.7666666666666667,153,58
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5660.java.tokens,0.7837837837837838,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5670.java.tokens,0.6897955045765265,1454,549
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5662.java.tokens,0.7565903709550119,493,182
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5664.java.tokens,0.7051439645625692,1149,431
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5669.java.tokens,0.687967862041936,624,244
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5666.java.tokens,0.8623188405797101,60,24
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5665.java.tokens,0.7837837837837838,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5667.java.tokens,0.8014705882352942,87,35
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5668.java.tokens,0.8433052434456928,450,179
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5671.java.tokens,0.784704641350211,369,159
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5661.java.tokens,0.7126441881100266,429,162
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/get/5663.java.tokens,0.7295918367346939,273,99
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/put/5673.java.tokens,0.7927927927927928,110,38
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/put/5675.java.tokens,0.7536912052660084,1140,382
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/put/5678.java.tokens,0.7726984126984128,514,211
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/put/5677.java.tokens,0.8611111111111112,133,55
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/put/5674.java.tokens,0.7245370370370371,139,49
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/put/5676.java.tokens,0.7534013605442177,261,99
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/put/5679.java.tokens,1.0,15,7
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/mapping/5672.java.tokens,1.0,13,6
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/5686.java.tokens,1.0,11,5
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/get/5656.java.tokens,0.6112285238689733,820,268
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/get/5659.java.tokens,0.7218874007936509,727,289
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/get/5658.java.tokens,0.7584750566893423,1426,533
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/get/5657.java.tokens,0.7727272727272727,146,56
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/get/5655.java.tokens,0.7731481481481481,108,37
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/analyze/5602.java.tokens,0.6240436341900777,725,240
/data/ccasal/CodeNLP/DiverseJavaCompletion/elastic___elasticsearch/core/src/main/java/org/elasticsearch/action/admin/indices/analyze/5604.java.tokens,0.6742258972554539,1110,407
